label,filename,filepath,file_size,filename_length,extension_count,has_double_extension,has_uppercase_extension,has_unicode_control_char,special_char_ratio,extension_category,is_executable_extension,is_script_extension,is_macro_document,is_archive_extension,is_unknown_extension,magic_bytes_known,magic_bytes_valid,extension_mime_mismatch,claimed_mime_mismatch,embedded_file_signature_count,byte_entropy,header_entropy,printable_ratio,null_byte_ratio,unique_byte_count,url_count,ip_address_count,base64_candidate_count,suspicious_command_count,execution_api_count,network_api_count,obfuscation_pattern_count,suspicious_string_count,archive_entry_count,executable_entry_count,script_entry_count,archive_depth,compression_ratio,archive_bomb_suspected
benign,2d28f554f86904da04e39affeda9c4da6e649fe5a9530cc44d67cc4cf3706d27.ole,data\raw\benign\2d28f554f86904da04e39affeda9c4da6e649fe5a9530cc44d67cc4cf3706d27.ole,61680,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,1,0,0,,31,7.750501181005058,6.215387563787674,0.3565499351491569,0.0791504539559014,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2ddce65f2477e6003048b607164c41428034fe2b50406de560e2aa22b0881e90.ole,data\raw\malware\2ddce65f2477e6003048b607164c41428034fe2b50406de560e2aa22b0881e90.ole,161343,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,6,5.779332274544975,1.6870839884175763,0.3514190265459301,0.3551130200876394,256,1,0,3,0,0,0,3,3,0,0,0,0,0.0,0
benign,47ae084ef854a1c6664595f4369b15d386c95219f850584f2ae9e65b41c6441f.exe,data\raw\benign\47ae084ef854a1c6664595f4369b15d386c95219f850584f2ae9e65b41c6441f.exe,64512,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,6.391010163573799,5.379204211441861,0.3147631448412698,0.1912977430555555,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,c0bff7634b380159a5472a834ef525fc1dbc0c5a7d1893b7ececd2a66abaeccf.exe,data\raw\benign\c0bff7634b380159a5472a834ef525fc1dbc0c5a7d1893b7ececd2a66abaeccf.exe,388536,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,5.9852673087432855,3.936427535477239,0.2994420079477835,0.310702225791175,256,16,1,1,0,0,0,1,1,0,0,0,0,0.0,0
malware,2aed48b338702926d268b093b6e0dcb1c7d4a435a1b692a1242b19dee16ad890.exe,data\raw\malware\2aed48b338702926d268b093b6e0dcb1c7d4a435a1b692a1242b19dee16ad890.exe,503808,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,5,6.832506788250655,0.6904259127853938,0.2781535823170731,0.244605087652439,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1b49e7c927efa513bd8ed84fe7ac7dd809e61b9be54bdaa90f0f9b90fca0036d.exe,data\raw\malware\1b49e7c927efa513bd8ed84fe7ac7dd809e61b9be54bdaa90f0f9b90fca0036d.exe,417792,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,7.270065220209033,0.6596078451260374,0.3051853553921568,0.1724015778186274,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,89928b2405dcbcf9a3b2a2350eac872e4188c474527cd4ef61704ab2f17c2b27.exe,data\raw\benign\89928b2405dcbcf9a3b2a2350eac872e4188c474527cd4ef61704ab2f17c2b27.exe,113752,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,5.410387134576389,0.4889271965289599,0.4946989943033968,0.3166625641746958,256,18,5,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,c824e459c950b4d249fc2484c441d9d14b02dbe4192a96d2655fbb7ff19c6857.exe,data\raw\benign\c824e459c950b4d249fc2484c441d9d14b02dbe4192a96d2655fbb7ff19c6857.exe,238680,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,6.215956384924224,5.279475159077886,0.2113164069046422,0.2512359644712585,256,19,2,1,0,0,0,1,1,0,0,0,0,0.0,0
malware,1b08f2a8a01896d90a2f03e16785e4260039bc686cc20aaa5a024e705c69252e.exe,data\raw\malware\1b08f2a8a01896d90a2f03e16785e4260039bc686cc20aaa5a024e705c69252e.exe,130144,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.867890978434076,5.790113505996252,0.2936516474059503,0.1937315588886156,256,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1c06daa724b2afaccc5b0f969ff10deda6f7a7b148ef887eaedca3c9b47181bb.exe,data\raw\malware\1c06daa724b2afaccc5b0f969ff10deda6f7a7b148ef887eaedca3c9b47181bb.exe,417792,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,4,7.661969569662596,0.7111620508990585,0.3326607498468137,0.0920170802696078,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,42fd07c963c0e20be60de897497fb7783eb25f09480d9a03ea3d462182b08a74.exe,data\raw\benign\42fd07c963c0e20be60de897497fb7783eb25f09480d9a03ea3d462182b08a74.exe,38912,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,6.218182399094,4.114412881504623,0.3332134046052631,0.2206260279605263,256,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,02b329186cd2d0a0107e3b9292f86e86bcf41c7403473b63d818e6825d80f9f0.exe,data\raw\malware\02b329186cd2d0a0107e3b9292f86e86bcf41c7403473b63d818e6825d80f9f0.exe,413696,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,7,7.8062435357517295,0.6964836812045727,0.344658879950495,0.0592512376237623,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,52041cf226f57b8652c9da6c95f53d0408ea3732dfadf82f6dfe6fea8174b8dc.exe,data\raw\benign\52041cf226f57b8652c9da6c95f53d0408ea3732dfadf82f6dfe6fea8174b8dc.exe,48216,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,6.395316962121587,4.928440975215578,0.4810643769703003,0.1931516509042641,256,20,7,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,32b52e6d9366292f8664518b887d37b551d9fc911689e5c0e89d33a69f526e5d.exe,data\raw\benign\32b52e6d9366292f8664518b887d37b551d9fc911689e5c0e89d33a69f526e5d.exe,21504,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,5.98181853203242,5.367182481258334,0.3251488095238095,0.228422619047619,255,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1bc21e157ecab582d9e4cb2262cb447c11187bf391b1d271dcce6ec28f14c0ef.exe,data\raw\malware\1bc21e157ecab582d9e4cb2262cb447c11187bf391b1d271dcce6ec28f14c0ef.exe,421888,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,6,7.663019592700042,0.6706553238132172,0.3312134974211165,0.0959377844356796,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2bf961e88de2095b49ba994902770c6937a016956fd3006164ba503a550db388.exe,data\raw\malware\2bf961e88de2095b49ba994902770c6937a016956fd3006164ba503a550db388.exe,131168,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.854783938311063,5.297280961241167,0.292777201756526,0.1904656623566723,256,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2d0e112eefc0d5e4fad72d32ad952a9b04a6c13e19fc3aa26a55e07c99d2a63b.exe,data\raw\malware\2d0e112eefc0d5e4fad72d32ad952a9b04a6c13e19fc3aa26a55e07c99d2a63b.exe,212992,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.39720809594847,0.9292138192334076,0.3101665790264423,0.210491473858173,256,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0
malware,0fbabf18ed9c6d9a4d930665a42a3cb3edeb3449fc8e7a0dad16665f64a5c0dc.exe,data\raw\malware\0fbabf18ed9c6d9a4d930665a42a3cb3edeb3449fc8e7a0dad16665f64a5c0dc.exe,356352,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,7.72831306395173,0.652142304763888,0.3364005253232758,0.080181954920977,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,1093d64194b6d6ad61185f5996ffa0b474dfdc88f0eb793479573fe1d7550929.ole,data\raw\benign\1093d64194b6d6ad61185f5996ffa0b474dfdc88f0eb793479573fe1d7550929.ole,8962659,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,1,0,0,,221,7.964580707597231,6.281773404051603,0.3512639496827894,0.0084718162322141,256,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0
benign,6778d6756f384d4cb9e93b058f29fc6c5d8623e0b5ed81ab48cf10464cbd2609.exe,data\raw\benign\6778d6756f384d4cb9e93b058f29fc6c5d8623e0b5ed81ab48cf10464cbd2609.exe,86016,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,5.969182059891263,5.653986491511014,0.3384719122023809,0.2243884858630952,256,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,7fbdca56ddc65972ff22388b31d87a3fc2da0b0ca44cfbcab3467e54a6fbdc30.exe,data\raw\benign\7fbdca56ddc65972ff22388b31d87a3fc2da0b0ca44cfbcab3467e54a6fbdc30.exe,42200,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.348089802800725,5.761052651170964,0.349478672985782,0.2425592417061611,256,13,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,0db49b91804cdc30b301e0cb42ac19b1db4d13467bbd66444abfcdac2da4f6b6.exe,data\raw\benign\0db49b91804cdc30b301e0cb42ac19b1db4d13467bbd66444abfcdac2da4f6b6.exe,182736,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.37558059418826,5.746342705678502,0.3233571928902898,0.2089134051308992,256,8,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,e417a2a7e4a77e96f819ef1fca0156ae01807825c0ee0817e649fe6c0d41a4be.exe,data\raw\benign\e417a2a7e4a77e96f819ef1fca0156ae01807825c0ee0817e649fe6c0d41a4be.exe,358080,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,6.238358773554784,5.618488414234781,0.3425268096514745,0.2460790884718498,256,15,22,2,0,0,0,2,2,0,0,0,0,0.0,0
malware,02ad0044106143934cf53ce9a126c8cea29233f563aa53ca7584e30cb666a87a.exe,data\raw\malware\02ad0044106143934cf53ce9a126c8cea29233f563aa53ca7584e30cb666a87a.exe,110176,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.993807472879046,5.44686384604602,0.3235096572756317,0.1876815277374383,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,3b81addfe339a51522e6f31e84090827c987d2bba4e0f8ecc498bf0f37a2c286.exe,data\raw\malware\3b81addfe339a51522e6f31e84090827c987d2bba4e0f8ecc498bf0f37a2c286.exe,356352,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,4,7.730721076534829,0.6903722066035084,0.3380702227011494,0.079480401400862,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,3b052379f16c15236f6e09347dc9a97128ada57c3aff6f2aca80ea2773216c71.exe,data\raw\malware\3b052379f16c15236f6e09347dc9a97128ada57c3aff6f2aca80ea2773216c71.exe,434176,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,5,7.871193711187731,6.112597988748033,0.3522281286851415,0.0412551591981132,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,3c7e9c33586a2ed01003b802c7da6323f8283cc9c17e149dd7e2112e98b254de.exe,data\raw\malware\3c7e9c33586a2ed01003b802c7da6323f8283cc9c17e149dd7e2112e98b254de.exe,417792,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,8,7.773234846292641,0.7046232203452613,0.3398509306066176,0.067727481617647,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2b5117e3cd60e9d288b603b9346b50dec1c2bb8f5a3a6f13f8685c22345ca611.ole,data\raw\malware\2b5117e3cd60e9d288b603b9346b50dec1c2bb8f5a3a6f13f8685c22345ca611.ole,189503,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,9,6.02498111616495,1.64811209317185,0.3485538487517348,0.3331715065196857,256,1,0,3,0,0,0,3,3,0,0,0,0,0.0,0
malware,1dd64f94e0701895d109acedac407579e1d9d63911655090d1db82229ade4e65.exe,data\raw\malware\1dd64f94e0701895d109acedac407579e1d9d63911655090d1db82229ade4e65.exe,143400,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.777579543689774,5.491205340421185,0.3296652719665272,0.2156066945606694,256,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,9f488edf5ed634d8f50d0a08fdf2eb24e22106c0f22954f3b30f5aa0a366c505.exe,data\raw\benign\9f488edf5ed634d8f50d0a08fdf2eb24e22106c0f22954f3b30f5aa0a366c505.exe,23040,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,6.024355183481536,5.33546884464287,0.3329861111111111,0.2192274305555555,255,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,978ef8171f02b8ac7b85736f1f75af94da2e41dc8ced6809641dad0bbb1a0d0a.ole,data\raw\benign\978ef8171f02b8ac7b85736f1f75af94da2e41dc8ced6809641dad0bbb1a0d0a.ole,2483200,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,239,7.908858114440233,7.631631064128871,0.3676006765463918,0.0389328286082474,256,16,0,4,0,0,0,4,4,0,0,0,0,0.0,0
benign,9d535589dd8c68044fb45c10d2d1b63df28baad16d1d0ad4b187c91a23ee9c87.exe,data\raw\benign\9d535589dd8c68044fb45c10d2d1b63df28baad16d1d0ad4b187c91a23ee9c87.exe,54864,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.001577206973955,5.386737940633963,0.4005176436278798,0.2930336832895888,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,3b63ef117aa6dce79aa64ae78e651de544e558a3ea8089bf43662f00359ecb13.exe,data\raw\malware\3b63ef117aa6dce79aa64ae78e651de544e558a3ea8089bf43662f00359ecb13.exe,343040,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,7.879926324008578,3.582544271343062,0.3512943097014925,0.0467525652985074,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2f9927e85c08043d079fbcf43751ce8038ebe0f61b35faf14e6f106fac2272f8.exe,data\raw\malware\2f9927e85c08043d079fbcf43751ce8038ebe0f61b35faf14e6f106fac2272f8.exe,195232,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,0,4.9211331330399295,5.03957246665914,0.2039675872807736,0.4970547861006392,256,0,0,4,0,0,0,4,4,0,0,0,0,0.0,0
malware,0d0fb2b76ee1eb84a35cf42a2d9b4feea9f752ef8efc72087230b91b95a952af.exe,data\raw\malware\0d0fb2b76ee1eb84a35cf42a2d9b4feea9f752ef8efc72087230b91b95a952af.exe,413696,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,4,7.8083297720542735,0.6972759449979898,0.3430151608910891,0.059147296565594,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0c6923a2377cd2eb6ad361ce07b8c0c9ccf743c82bb67e79065a1d2ac658aa7a.exe,data\raw\malware\0c6923a2377cd2eb6ad361ce07b8c0c9ccf743c82bb67e79065a1d2ac658aa7a.exe,208896,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.392420755520729,0.948336490377432,0.3092256433823529,0.2130198759191176,256,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,12e5133a7afe6b63885323e76c12871a06062fabcafcf55b32d77f5278dc7509.ole,data\raw\benign\12e5133a7afe6b63885323e76c12871a06062fabcafcf55b32d77f5278dc7509.ole,43685,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,1,0,0,,31,7.599981067759746,6.226145116025664,0.3438937850520773,0.1088932127732631,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1f072b17e37be55625aff57161b8ac013692ac5b2e621133d1fc6ed1ad3b20b8.ole,data\raw\malware\1f072b17e37be55625aff57161b8ac013692ac5b2e621133d1fc6ed1ad3b20b8.ole,137634,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,6,5.934135275240867,3.421290367319551,0.3281674586221428,0.3251740122353488,256,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,734db8a127eba3f56ceacddf8d784fb4c6ff0d9524eaf0d2f75acd698ef9084c.exe,data\raw\benign\734db8a127eba3f56ceacddf8d784fb4c6ff0d9524eaf0d2f75acd698ef9084c.exe,406976,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,8,6.382826758666798,5.015822340293663,0.3160604065104576,0.1886450306651989,256,19,5,3,0,0,0,3,3,0,0,0,0,0.0,0
benign,02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031.exe,data\raw\benign\02431aa60089b968bc59acc69796ed9418546894752d0c9766fbe3aae0a85031.exe,35272,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,6.544705529079121,5.386849790621982,0.4074053073259242,0.2170843728736675,256,18,1,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,cb1454687b08797f9cd506fde40157d5688c4494772f0836054bf75f5a2bb468.exe,data\raw\benign\cb1454687b08797f9cd506fde40157d5688c4494772f0836054bf75f5a2bb468.exe,37888,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,5.342753988453211,5.521045810717052,0.3150865709459459,0.3724662162162162,256,1,2,1,0,0,0,1,1,0,0,0,0,0.0,0
malware,0e83016a20e8795e492eaa0e25a58f977d5ac918c060ba41bf595bc28fcf9049.exe,data\raw\malware\0e83016a20e8795e492eaa0e25a58f977d5ac918c060ba41bf595bc28fcf9049.exe,430080,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,5,7.660325572566696,0.6708755734189462,0.3325055803571428,0.0953566778273809,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2fec2872237de22dbaa6abf154b0463ec35e89dc393ed6038b1996c76ea5f3c0.exe,data\raw\malware\2fec2872237de22dbaa6abf154b0463ec35e89dc393ed6038b1996c76ea5f3c0.exe,196096,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,6.812188905718445,5.476948659709068,0.2754518195169713,0.1873164164490861,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,0b65c9b63092c96fc737ef39a1f05e437d5bbe57f0ca2bc634a14a34a92ebcb4.exe,data\raw\benign\0b65c9b63092c96fc737ef39a1f05e437d5bbe57f0ca2bc634a14a34a92ebcb4.exe,63448,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.055306722444391,5.364752540714573,0.3970810742655403,0.2817110074391628,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2f482b8d7c23d1cb027f017c742b3d4aeb50200176cc67fce98df7a144aca362.exe,data\raw\malware\2f482b8d7c23d1cb027f017c742b3d4aeb50200176cc67fce98df7a144aca362.exe,109664,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.995729793681476,4.450236952316364,0.3230412897578056,0.1877553253574555,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2bced1a8302d817af06cc07010a27345146769b3d9ad0e86d246ca93e4dc8e69.ole,data\raw\malware\2bced1a8302d817af06cc07010a27345146769b3d9ad0e86d246ca93e4dc8e69.ole,156990,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,6,5.766823880018561,1.6197459551897646,0.3442575960252245,0.3606853939741384,256,1,0,3,0,0,0,3,3,0,0,0,0,0.0,0
malware,1f75e57889af2b0d3561cdce45c93c791a9dc2fd686f866845c59b753048fedb.exe,data\raw\malware\1f75e57889af2b0d3561cdce45c93c791a9dc2fd686f866845c59b753048fedb.exe,413696,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,5,7.670600965206723,0.6487297109305815,0.3369720761138614,0.0972936649133663,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,31aaba443b9869e6e68c17125f8d7989cbd762fb38ae3a10e58f4759548a7745.exe,data\raw\benign\31aaba443b9869e6e68c17125f8d7989cbd762fb38ae3a10e58f4759548a7745.exe,124872,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,2,6.23964688321785,4.599591896148561,0.3699948747517458,0.2331747709654686,256,16,1,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,d4ce45d348c37204792d536142ea19939210303127e8978e8366bfe26709bd07.exe,data\raw\benign\d4ce45d348c37204792d536142ea19939210303127e8978e8366bfe26709bd07.exe,40824,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.048145709356459,5.207588569878276,0.3896482461297276,0.2928669410150891,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2fe91e66ae4520b54f8a733d3440531406c63119544edaf67e6eb846f38a4e39.exe,data\raw\malware\2fe91e66ae4520b54f8a733d3440531406c63119544edaf67e6eb846f38a4e39.exe,433664,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,5,7.873971353973439,6.104161800725871,0.3508361311983471,0.0404898723435655,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,1e13dfcc1d06b13cc7abc80686596dd0b7304c471b175288a260a74c0b21189b.exe,data\raw\malware\1e13dfcc1d06b13cc7abc80686596dd0b7304c471b175288a260a74c0b21189b.exe,425984,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,7.762922615821509,0.6955772553209603,0.3395268366887019,0.068462665264423,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2b75a1617f1fe81de044feb5c23429f6f2dd8af45cfab8b3b3d6043c6935b053.exe,data\raw\malware\2b75a1617f1fe81de044feb5c23429f6f2dd8af45cfab8b3b3d6043c6935b053.exe,432128,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,4,7.867593371920346,6.051098582559724,0.3512038099822275,0.0409184315758293,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,d08eceecafdce076fc7f9e1bef061a7a67eb09ca6f97c2f77e2f3da8a0cc998b.exe,data\raw\benign\d08eceecafdce076fc7f9e1bef061a7a67eb09ca6f97c2f77e2f3da8a0cc998b.exe,56328,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,6.088767871533257,5.305654251265886,0.3893978128106803,0.2821864791932964,256,20,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,0ab8a74d53e1f779fcc14efe09b93ecc00766ac8721407e83ce81eb1fdc1e134.exe,data\raw\malware\0ab8a74d53e1f779fcc14efe09b93ecc00766ac8721407e83ce81eb1fdc1e134.exe,458752,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,7,7.4653727926113085,0.6981740507461204,0.3214111328125,0.1319035121372767,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,117b745bbd6ccc5cc6b2c0d1c004daa02a31c1ad9156c19afbdbd308d7c3c44f.ole,data\raw\benign\117b745bbd6ccc5cc6b2c0d1c004daa02a31c1ad9156c19afbdbd308d7c3c44f.ole,184832,68,0,0,0,0,0.0147058823529411,unknown,0,0,0,0,1,0,0,0,,0,4.614791088722464,3.920054903181112,0.3166659452908587,0.4491754674515235,256,34,0,0,0,1,0,0,1,0,0,0,0,0.0,0
benign,2df7b0d6ed9d2ad1dba3a9ba6b4d44bc4d7667b25b78b02b81cb0fa5b04fb9dd.exe,data\raw\benign\2df7b0d6ed9d2ad1dba3a9ba6b4d44bc4d7667b25b78b02b81cb0fa5b04fb9dd.exe,53248,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,9,5.994923689719856,5.334766780069966,0.3031850961538461,0.2535306490384615,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,2f32aac6a779907f9eed4dc17ade072f5123fce48eeb247d05e1e2e2218bec63.exe,data\raw\malware\2f32aac6a779907f9eed4dc17ade072f5123fce48eeb247d05e1e2e2218bec63.exe,194560,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,7.540524854537698,6.7404468788681084,0.3382966694078947,0.1171977796052631,256,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,51ee81dbc0add93b11aa0d4ad02308243c1c194b4bed94722cb18bcf8f2836cf.exe,data\raw\benign\51ee81dbc0add93b11aa0d4ad02308243c1c194b4bed94722cb18bcf8f2836cf.exe,56276,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,0,0,0,,1,7.995705043918432,7.949842791687441,0.3712061980240244,0.004264695429668,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
benign,55fa4e98f25ec101acbb40a2d2732041c1abb6b6e5b3d6d9ba7aceaceacb1d25.exe,data\raw\benign\55fa4e98f25ec101acbb40a2d2732041c1abb6b6e5b3d6d9ba7aceaceacb1d25.exe,81920,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,5.776270765751636,5.454217713124617,0.3151123046875,0.26998291015625,256,0,1,1,0,0,0,1,1,0,0,0,0,0.0,0
malware,0b6ffd763b8644406e3d837ee77fb857f1f3b7ab69d5089e75e170fb2217282f.exe,data\raw\malware\0b6ffd763b8644406e3d837ee77fb857f1f3b7ab69d5089e75e170fb2217282f.exe,208896,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.389162393133075,0.9553906940074992,0.3087469362745098,0.2134028416053921,256,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0
malware,2e9862af007ccf2cfd050b45f08b6eac014e846759e26d777c3c5981de1a51b6.exe,data\raw\malware\2e9862af007ccf2cfd050b45f08b6eac014e846759e26d777c3c5981de1a51b6.exe,208896,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,1,6.172549307097843,0.9489025488224208,0.286376953125,0.2453996246936274,256,0,0,1,0,0,0,1,1,0,0,0,0,0.0,0
benign,6dba2e48aacc9b2977159dd63f2d460cdf5781fec590e6b4fac04f6ace12f868.exe,data\raw\benign\6dba2e48aacc9b2977159dd63f2d460cdf5781fec590e6b4fac04f6ace12f868.exe,34304,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,4.937221325332437,4.774990653530264,0.3166103078358209,0.4310867537313433,256,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
malware,01c1a9179258495d08e017d721fc82c7fa8e09f29fa34411b590763e14312dc5.exe,data\raw\malware\01c1a9179258495d08e017d721fc82c7fa8e09f29fa34411b590763e14312dc5.exe,368640,68,1,0,0,0,0.0147058823529411,executable,1,0,0,0,0,1,1,0,,3,7.691012310061658,0.7220078786196164,0.3394829644097222,0.0857693142361111,256,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
